"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","414","Get character by id success","tests.characters","2026-07-16","passed","2026-07-16","TestGetCharacterById","test_get_character_by_id","",""
"","250","Update user details without access token failure","tests.users","2026-07-16","passed","2026-07-16","TestUpdateUser","test_update_user","",""
"","444","Create user with existing username failure","tests.users","2026-07-16","passed","2026-07-16","TestCreateUser","test_create_user","",""
"","261","Get current user details without access token failure","tests.users","2026-07-16","passed","2026-07-16","TestGetMe","test_get_me","",""
"","421","Get list of characters success","tests.characters","2026-07-16","passed","2026-07-16","TestGetCharacters","test_get_characters","",""
"","410","Get user auth tokens success","tests.tokens","2026-07-16","passed","2026-07-16","TestGetUserAuthToken","test_get_user_auth_token","",""
"","268","Get character by id success","tests.characters","2026-07-16","passed","2026-07-16","TestGetCharacterById","test_get_character_by_id","",""
"","506","Update user details success","tests.users","2026-07-16","passed","2026-07-16","TestUpdateUser","test_update_user","",""
"","259","Get current user details success","tests.users","2026-07-16","passed","2026-07-16","TestGetMe","test_get_me","",""
"","250","Get random character success","tests.random","2026-07-16","passed","2026-07-16","TestGetRandomCharacter","test_get_random_character","",""
"","238","Get list of users by username success","tests.users","2026-07-16","passed","2026-07-16","TestGetUsers","test_get_users","",""
"","240","Get unexisting user auth tokens failure","tests.tokens","2026-07-16","passed","2026-07-16","TestGetUserAuthToken","test_get_user_auth_token","",""
"","404","Get character by id success","tests.characters","2026-07-16","passed","2026-07-16","TestGetCharacterById","test_get_character_by_id","",""
"","249","Get character by unexisting id failure","tests.characters","2026-07-16","passed","2026-07-16","TestGetCharacterById","test_get_character_by_id","",""
"","1494","Create user success","tests.users","2026-07-16","passed","2026-07-16","TestCreateUser","test_create_user","",""
