"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","Get current user details without access token failure","tests.users","2026-07-24","passed","2026-07-24","TestGetMe","test_get_me","",""
"","144","Get character by unexisting id failure","tests.characters","2026-07-24","passed","2026-07-24","TestGetCharacterById","test_get_character_by_id","",""
"","251","Get list of characters success","tests.characters","2026-07-24","passed","2026-07-24","TestGetCharacters","test_get_characters","",""
"","202","Get unexisting user auth tokens failure","tests.tokens","2026-07-24","passed","2026-07-24","TestGetUserAuthToken","test_get_user_auth_token","",""
"","293","Get character by id success","tests.characters","2026-07-24","passed","2026-07-24","TestGetCharacterById","test_get_character_by_id","",""
"","84","Get current user details success","tests.users","2026-07-24","passed","2026-07-24","TestGetMe","test_get_me","",""
"","401","Get character by id success","tests.characters","2026-07-24","passed","2026-07-24","TestGetCharacterById","test_get_character_by_id","",""
"","228","Get character by id success","tests.characters","2026-07-24","passed","2026-07-24","TestGetCharacterById","test_get_character_by_id","",""
"","50","Update user details without access token failure","tests.users","2026-07-24","passed","2026-07-24","TestUpdateUser","test_update_user","",""
"","175","Update user details success","tests.users","2026-07-24","passed","2026-07-24","TestUpdateUser","test_update_user","",""
"","324","Get user auth tokens success","tests.tokens","2026-07-24","passed","2026-07-24","TestGetUserAuthToken","test_get_user_auth_token","",""
"","96","Get list of users by username success","tests.users","2026-07-24","passed","2026-07-24","TestGetUsers","test_get_users","",""
"","737","Create user success","tests.users","2026-07-24","passed","2026-07-24","TestCreateUser","test_create_user","",""
"","124","Get random character success","tests.random","2026-07-24","passed","2026-07-24","TestGetRandomCharacter","test_get_random_character","",""
"","384","Create user with existing username failure","tests.users","2026-07-24","passed","2026-07-24","TestCreateUser","test_create_user","",""
